pathway	description	VDMT001-1	VDMT001-14	VDMT001-15	VDMT001-7	VDMT002-1	VDMT002-14	VDMT002-15	VDMT002-7	VDMT003-1	VDMT003-14	VDMT003-15	VDMT003-7	VDMT004-1	VDMT004-14	VDMT004-15	VDMT004-7	VDMT005-1	VDMT005-14	VDMT005-15	VDMT005-7	VDMT006-1	VDMT006-14	VDMT006-15	VDMT006-7	VDMT007-1	VDMT007-14	VDMT007-15	VDMT007-7	VDMT008-1	VDMT008-14	VDMT008-15	VDMT008-7	VDMT009-1	VDMT009-14	VDMT009-15	VDMT009-7	VDMT010-1	VDMT010-14	VDMT010-15	VDMT010-7	VDMT011-1	VDMT011-14	VDMT011-15	VDMT011-7	VDMT012-1	VDMT012-14	VDMT012-15	VDMT012-7	VDMT013-1	VDMT013-14	VDMT013-15	VDMT013-7	VDMT014-1	VDMT014-14	VDMT014-15	VDMT014-7	VDMT015-1	VDMT015-14	VDMT015-15	VDMT015-7	VDMT016-1	VDMT016-14	VDMT016-15	VDMT016-7	VDMT017-1	VDMT017-14	VDMT017-15	VDMT017-7	VDMT018-1	VDMT018-14	VDMT018-15	VDMT018-7	VDMT019-1	VDMT019-14	VDMT019-15	VDMT019-7	VDMT020-1	VDMT020-14	VDMT020-15	VDMT020-7	VDMT022-1	VDMT022-14	VDMT022-15	VDMT022-7	VDMT023-1	VDMT023-14	VDMT023-15	VDMT023-7	VDMT024-1	VDMT024-14	VDMT024-15	VDMT024-7	VDMT025-1	VDMT025-14	VDMT025-15	VDMT025-7	VDMT026-1	VDMT026-14	VDMT026-15	VDMT026-7	VDMT027-1	VDMT027-14	VDMT027-15	VDMT027-7	VDMT028-1	VDMT028-14	VDMT028-15	VDMT028-7	VDMT029-1	VDMT029-14	VDMT029-15	VDMT029-7	VDMT030-1	VDMT030-14	VDMT030-15	VDMT030-7	VDMT031-1	VDMT031-14	VDMT031-15	VDMT031-7	VDMT032-1	VDMT032-14	VDMT032-15	VDMT032-7	VDMT033-1	VDMT033-14	VDMT033-15	VDMT033-7	VDMT034-1	VDMT034-14	VDMT034-15	VDMT034-7	VDMT035-1	VDMT035-14	VDMT035-15	VDMT035-7	VDMT036-1	VDMT036-14	VDMT036-15	VDMT036-7	VDMT037-1	VDMT037-14	VDMT037-15	VDMT037-7	VDMT038-1	VDMT038-14	VDMT038-15	VDMT038-7	VDMT040-1	VDMT040-14	VDMT040-15	VDMT040-7	VDMT041-1	VDMT041-14	VDMT041-15	VDMT041-7	VDMT042-1	VDMT042-14	VDMT042-15	VDMT042-7	VDMT043-1	VDMT043-14	VDMT043-15	VDMT043-7	VDMT044-1	VDMT044-14	VDMT044-15	VDMT044-7
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	34223.893	22313.286	29182.8296	30086.9568	39892.1315	17356.2098	27544.6391	17774.0521	17942.6264	9123.1245	7032.1175	7729.2473	49753.9263	27131.4348	26156.372000000003	32462.7924	31784.6306	25391.6095	24691.9143	35925.9106	35727.4389	29816.6318	31465.2049	36967.3539	42886.0851	32915.2731	34681.6971	49530.858	34410.4027	28978.7837	39534.9601	32551.2092	37957.1818	34742.784	42146.3045	40377.0715	21986.5019	23996.0598	24576.23	27474.9386	23453.9429	18338.8742	18876.4082	22604.0441	25584.0622	21079.4622	25861.145	22616.6293	28524.8753	19295.1441	21427.992000000002	27111.4984	23123.1253	15818.7652	21521.9057	27682.4116	28072.7033	29009.2367	31589.2717	22894.956000000002	7960.6734	18550.8073	25144.4151	27685.0533	28068.1237	20241.4656	25187.5246	37322.9538	31000.0909	30451.7387	43029.9259	29933.1669	37813.7252	29843.2012	33848.3612	36243.6758	32698.6412	20000.9887	17421.3408	31650.785	23697.5651	26842.6986	34104.8021	28386.6049	30133.7172	22141.0925	34405.14	47763.0221	45138.5002	6369.9408	34705.8198	51517.1015	31239.4431	29623.9082	46790.7014	26180.6541	32642.9768	30480.3568	29120.1253	43720.3511	38998.9343	28196.9418	33852.7801	41100.7422	41554.8989	33681.81	50853.0617	12658.6016	29065.5679	17935.8564	27256.3144	34805.5496	24827.0184	22272.35	31451.7918	35740.0794	15480.5061	24914.4394	37689.6099	20489.5603	23566.4315	24431.2429	29616.3578	34740.5451	38305.4921	22277.2341	50862.2785	44395.2436	25400.3555	31352.5877	41940.2288	33210.8159	22746.1062	29143.5148	20808.2887	20941.4331	29076.3677	25221.5681	29444.5756	34118.4403	18082.7617	27019.2067	41100.7358	28220.6473	29265.7211	29822.0543	25122.1794	33231.7378	33533.0151	25103.3382	37348.8777	32913.7063	24397.374	31549.1101	53848.2381	29888.5087	33856.6016	29820.1078	30756.1861	56868.3713	29065.3317	27219.7367	23635.7542	25308.7212	27662.9006	42717.0385	45853.6806	42845.2917
ARO-PWY	chorismate biosynthesis I	49017.5547	28727.7953	36902.6105	40012.412000000004	50754.2769	22406.099	34428.7581	22726.6852	24198.0812	11580.2998	9023.1927	8696.5506	60262.1707	37804.2469	33226.3407	39818.498999999996	39805.0674	31712.5198	31274.3003	45270.2154	44284.6789	37629.4571	39387.8839	47315.2981	52485.5972	40819.7211	43453.3574	60950.9862	44140.3277	36164.8677	49122.5713	38809.7482	48004.2853	45130.1474	53550.7691	50706.8241	26868.5455	29573.7466	30470.4887	33974.3416	28630.5525	22962.7211	26414.412999999997	29098.7304	33497.1955	28001.2351	32953.0813	29593.9553	35877.1345	26804.1963	26969.5134	34123.6313	34385.4632	24331.4099	28358.8958	35514.0337	33643.5174	34773.6097	37877.0124	30642.5692	8940.6562	24058.1774	32706.8612	38720.6854	35611.3479	28689.4255	36403.6626	47168.7245	36990.6116	35263.8675	50356.6981	35053.0401	45460.8362	37058.3839	40743.1273	45410.7974	40949.9151	26857.0851	23813.7702	40415.2105	30490.368	31315.7208	42996.210999999996	35644.3576	38890.2889	33928.2264	47594.5025	65461.3532	54627.1798	7113.8238	43112.5137	65501.4071	39047.3625	37505.5461	58262.5638	33475.6516	52362.7441	38607.781	37434.3469	68077.2297	49242.2771	34899.9345	42830.2538	53329.2421	53889.4246	42404.2511	65670.3572	15800.6915	36860.5384	22271.3917	34348.0437	44103.9236	33634.5962	29143.319	40133.4436	44181.4212	20824.2013	36106.8989	47135.2431	26969.8813	29431.6734	29377.7985	37550.465	42481.6772	45799.9427	28327.1377	55981.8882	53143.78	33012.4416	38658.252	50550.0667	42379.7137	28927.1524	34342.9734	25761.1343	27813.0761	34742.8146	29739.9494	36338.6459	40599.1066	23821.8189	34580.0916	51174.1348	36288.7141	37619.9885	35991.2546	32668.6889	43745.7161	41215.6254	30218.815	44911.7087	39644.7994	29801.5703	39162.0784	66408.5319	38272.5223	41550.6757	37457.1019	37627.7078	67312.6129	41103.6334	36425.3007	37066.3361	38029.1954	35650.4005	52480.7636	57148.4766	53257.6695
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	33935.9026	21044.7752	25707.7851	33465.4569	38716.3588	14731.6195	25905.2503	15047.0583	19786.5895	7907.7346	6197.0521	5894.4006	38809.4178	23906.395	21213.6012	24620.0309	30682.725	21400.5912	25272.2038	37955.3389	31697.1411	25093.7279	27253.6917	32028.612999999998	34361.2705	28433.4096	29056.5488	39362.6223	33875.4061	24973.3849	30627.713	29547.093999999997	31714.6748	30672.5939	34367.9239	31662.6993	19783.1895	20362.1122	18947.908	23314.9589	20899.9299	16843.825	18871.0639	22478.5296	26744.3468	20644.3402	20772.584	18765.2295	24586.2025	20202.9141	22450.8886	24444.7426	25813.9933	20339.6604	19586.138	25936.5624	19958.3718	19576.7791	21532.0089	21591.8284	6317.904	16786.8351	22108.4034	26643.4881	28523.9626	23942.408	30233.0957	35250.2438	22687.5906	18366.5133	26760.1432	23031.3571	31594.5867	26414.3077	27553.2062	30862.4828	30909.4277	21372.5295	18917.2359	34531.2492	20034.1456	16568.72	26780.6738	20869.1146	33119.5473	34530.6293	40959.9175	49184.0648	41142.9844	5002.7717	33144.0946	52638.1094	29734.5624	23622.6882	40375.9404	23746.6236	36871.0557	26578.6679	26553.8986	47355.8597	35519.5557	23856.2675	29353.1143	35922.3474	36082.4719	28024.6654	43431.1004	10380.2823	27246.6636	15284.7125	25642.2894	33692.4217	24097.1312	18905.4629	28773.999	31454.8646	16404.3747	26554.5345	29622.4876	18614.4277	23327.457000000002	22148.2849	33801.2871	34160.0212	26738.8037	22248.1939	41043.7186	34102.951	19502.2918	21327.7627	28069.2393	25493.6062	21181.2545	18961.4882	17166.1234	20902.5598	21750.7898	16313.481000000002	22052.2007	23335.5565	15326.896999999999	21815.7638	32867.0561	22823.084	23943.4824	21741.3738	22520.9876	29917.6555	32256.6578	23517.6662	33101.0718	29096.8502	23829.4077	31562.2226	48456.4481	27785.6769	32000.046000000002	26024.2611	24733.833	34089.5238	32681.7677	25737.4252	44076.2194	34524.4418	25293.7361	32579.3754	37197.9268	38075.5551
AST-PWY	L-arginine degradation II (AST pathway)	25.0	104.0	64.75	195.0	141.41899999999998	73.0	91.0	69.0	47.1795	73.0	56.0	2174.4798	116.0	11.0	90.7725	23.0	52.0	25.0	31.0	14.0	19.0	82.0	222.0	159.7577	193.787	0.0	85.38	66.0	391.0	413.5409	33.0	419.93800000000005	0.0	105.0	154.8431	21.0	42.0	59.0	26.0	26.0	87.8505	61.0204	0.0	65.5	13.0	0.0	103.0	36.0	11.0	49.25	349.63	226.5	22.0	0.0	101.0204	23.62	24.0	21.0	65.0	0.0	2300.9819	113.801	224.4699	88.0	79.0	0.0	246.0	38.0	35.0	0.0	94.0	194.2559	13.0	0.0	23.0	0.0	39.0	60.0	249.5109	17.0	118.0	0.0	161.0343	132.0	2211.0	447.0	0.0	20.0	0.0	1873.9265	14.0	235.8768	0.0	0.0	27.0	67.6364	359.1671	383.9905	311.6883	304.7125	96.0	97.3348	217.5514	47.0	64.0	139.0	134.0	96.0	4.0	286.0	0.0	0.0	15.0	121.8	163.0	0.0	228.0	546.5	302.4663	160.0	194.0	12.0	534.0	41.0	40.0	1583.0	2119.0	26.2598	0.0	19.0	0.0	0.0	154.4244	0.0	64.0	204.0	0.0	27.0	72.5843	30.0	148.0	570.0	0.0	59.5833	21.0	26.0	9.0	0.0	0.0	29.3914	23.1081	0.0	0.0	38.8498	0.0	55.7213	15.0	742.4513	19.0	35.0	0.0	0.0	1405.0	642.0	0.0	0.0	0.0	0.0
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	6204.5525	6330.5681	5123.2442	7180.8613	13758.0195	3578.0552	6556.9443	2578.554	5733.3973	1791.9249	1369.4543	6173.6528	8493.4391	5029.2977	1269.9319	3955.6418	12856.0389	996.1574	9742.6233	15696.3623	13459.0729	7599.3115	4520.1788	9555.5892	7121.6114	8358.9949	1833.5929999999998	8250.5302	13650.3674	4692.8091	508.0703	4047.5663	8479.1696	12405.7371	10565.5293	10583.7742	4823.137	5258.316999999999	1257.5061	4320.5989	8530.4476	3868.6075	3974.9247	9982.0221	16233.5445	11960.8169	6182.0134	5022.9949	2172.9413	3359.2631	7121.1309	4861.1695	4766.6197	4893.6206	3152.0902	7252.9417	937.2164	3403.8773	1795.1098	4822.7036	6535.4934	1453.4834	1758.6502	2721.5246	9387.1996	5210.556	8197.7187	9491.9378	1035.0552	155.6849	730.2628	1343.0757	497.9558	1014.5898	1370.3025	6518.8011	7455.05	7932.8491	6197.1541	16276.7545	3681.3938	441.5011	3056.7525	1574.0292	14244.5488	18448.9004	11885.6879	9253.5501	11539.7063	4781.4341	10864.0315	20668.3764	8916.5407	5142.5099	9351.9867	6450.7481	10237.6875	6493.2933	6852.0393	11623.7282	5423.4648	4834.6934	4316.6185	5149.8926	4644.2441	3493.2799	4859.1745	1712.088	10118.0403	4040.2097	6569.5308	9891.7006	4780.4906	2298.4771	5910.9458	4610.7603	4121.1629	5739.354	5484.956999999999	3454.136	10229.0698	5926.4607	14619.0626	13050.7935	1302.1629	10158.6789	8873.9105	1727.3435	1575.3498	1392.3001	1069.2396	793.212	6570.6119	701.757	1789.0279	5411.0239	0.0	142.66	1158.0236	405.8658	2664.35	4805.4332	6842.3262	2326.1420000000003	2519.6785	2526.7239	4062.7723	7475.1516	11319.9204	7113.8935	6541.7337	6109.9922	7625.4198	9089.1684	12606.915	8883.3018	6805.5329	7918.4509	6740.2667	1357.2919	5276.045999999999	3424.3241	18541.9769	12075.1159	5839.4908	7530.75	7704.6242	11753.6644
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	38802.369	28106.7135	37972.8211	37638.6825	52508.706	22393.0905	34647.6075	23045.0777	23949.0525	11595.2012	9067.7778	10218.0794	58623.0141	24179.0866	32520.4404	37769.0231	42019.7693	31843.1726	33264.6219	49010.9794	45682.0944	40914.7212	40321.9786	49834.4988	50556.7676	44027.0071	45282.6873	59273.7879	45532.7007	36478.4692	48296.3679	38973.5319	47631.5287	48038.0925	54890.4513	53048.8287	28772.6031	31736.5843	32367.9435	35245.4896	30136.2794	23094.0649	28590.4055	30217.0758	35161.5475	31451.8088	33082.6425	32135.1308	36690.5203	24537.5833	27828.667999999998	34560.13	38417.2201	26470.5612	30145.7212	36389.4632	34455.4779	36363.9703	38926.9988	30850.5722	10485.255	23292.3482	32040.244	37721.1251	36379.8904	27427.3356	38700.8608	48222.4499	37780.7904	37139.4727	52502.9718	38116.4966	47010.8739	38347.2467	43803.1275	46714.350999999995	43434.4454	27729.459	25215.6291	43564.2392	30800.7416	32950.5263	41941.7848	36037.5081	38767.587999999996	34844.0344	45707.5383	63060.8527	54879.1387	7850.5424	44219.0328	68147.5172	40039.5032	39056.1874	59277.2188	34484.8338	38527.597	39095.8624	38002.4991	54102.5622	51331.4333	35632.8184	42828.6024	57305.4073	54613.2337	42076.8778	67222.0706	15739.1116	37417.6847	22842.6796	35220.9067	45882.0237	35198.7959	29481.7951	40454.7443	45034.72900000001	21511.4098	36152.4944	50561.9996	27278.5274	29952.0092	30599.621	39623.509	43913.2017	49824.0384	29262.665	62463.2293	55701.7666	34544.0625	42806.3204	57200.4947	47949.5921	29348.3323	36061.1338	26936.7229	28224.062	36746.3027	29755.9251	35026.9115	40040.3478	24027.3817	35394.4802	53639.4812	40277.7789	37711.7134	37491.6193	32918.0553	42565.8691	41895.4128	31939.582000000002	45908.030999999995	40548.6832	31197.5465	41009.571	71069.6559	37512.5396	41602.4719	38452.5473	36291.9715	62422.9664	46097.8498	39155.527	42336.6838	41126.9973	35255.6419	51056.3192	56398.1798	53043.6779
CALVIN-PWY	Calvin-Benson-Bassham cycle	57254.7047	32006.3823	38893.482	50673.6573	55935.8601	23377.4586	37000.9415	23645.1945	26082.801	12299.9912	9614.6037	10598.8174	61283.0886	46872.9399	34952.1464	39748.2262	43396.3394	33396.4051	35323.5724	49502.0764	45931.0995	39776.0402	40684.0875	48598.7584	54316.0293	42116.8588	44852.8452	61962.78	48256.2782	38256.4653	51434.7505	40311.9468	51138.0417	48821.4776	57280.8122	53875.8112	28093.034	30501.5406	32155.523999999998	35042.5176	31555.4267	25094.3883	28754.6227	31340.6366	36208.4962	30020.0891	34808.7251	30818.9149	37552.782999999996	28913.6723	28181.9776	35740.2814	39735.5141	28413.1127	31400.9153	37648.7282	35191.4182	37237.4926	41193.4427	32056.4192	10758.7007	25403.9993	34703.1359	41323.055	38125.7115	35191.6976	41051.2118	49785.6618	38987.8892	37911.4748	54223.6682	37238.3162	44924.1507	37502.4991	41352.6729	47001.6246	42972.6756	29898.2181	26429.9204	43932.6871	33708.0374	33366.5897	45421.5558	37674.1038	47536.135	38648.0245	51920.8376	70363.9562	57280.7674	8741.6844	46661.0861	71547.8117	42565.5404	40536.0632	61555.5061	36646.7374	61648.4838	41616.2479	40209.5783	79981.9567	54614.7743	37872.862	46359.1134	59092.6823	56976.2044	46057.0211	71124.0165	17057.2358	40286.7123	23468.7391	37214.8119	48427.1657	36701.9687	30880.4725	42753.2263	46553.7977	24928.6757	39283.4417	49298.6778	28947.0704	33071.6287	33183.7663	44382.7015	48996.29	40831.6208	31804.9599	52699.7562	51875.3351	34221.7747	40610.2142	50534.9847	43200.6278	31739.5726	31434.0812	25542.1609	30369.0839	34514.348	29901.7494	37782.6322	38566.3873	24853.2069	36746.0057	54572.9148	37591.4373	39162.5761	34981.0601	33174.1016	45672.858	43855.8344	31775.5579	47885.4949	42381.5242	31453.8755	42207.3413	70119.5995	42633.6344	46136.3057	40349.6717	41745.5126	72421.0539	48494.1335	42294.3529	51347.8057	46179.8344	40188.3045	57198.1071	62582.4297	59191.1071
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	9.8761	36.3304	0.0	0.0	47.0204	30.3836	0.0	22.5	0.0	24.5854	18.3529	3168.1898	0.0	0.0	19.2323	0.0	12.9549	10.7368	0.0	0.0	0.0	22.5	45.0	46.0497	45.6818	0.0	16.1709	29.4997	28.2569	352.4642	0.0	410.1674	0.0	53.4096	53.2515	9.8824	0.0	74.8683	0.0	50.8235	77.657	71.7497	0.0	24.9508	0.0	0.0	0.0	0.0	0.0	12.8543	85.8669	105.75	0.0	0.0	86.4745	6.3838	43.7647	0.0	0.0	0.0	3811.8639	155.1174	225.477	65.0	0.0	0.0	0.0	0.0	51.0931	0.0	53.75	285.3594	0.0	0.0	0.0	0.0	0.0	32.4706	226.3936	0.0	95.7309	0.0	188.2633	0.0	0.0	29.0323	0.0	0.0	0.0	1863.3388	0.0	329.6569	0.0	0.0	0.0	35.2941	100.5932	171.5267	162.9547	143.35	0.0	46.7564	83.6374	17.0991	16.25	49.1707	36.5083	0.0	0.0	184.7412	0.0	0.0	0.0	54.7394	0.0	0.0	0.0	201.6535	158.0113	56.9646	0.0	0.0	4.2353	0.0	7.0588	9.1869	0.0	17.561	0.0	0.0	0.0	0.0	108.7457	0.0	0.0	0.0	0.0	33.75	64.9939	0.0	0.0	0.0	0.0	55.4112	17.2069	31.9752	0.0	14.5935	0.0	0.0	0.0	0.0	51.1265	76.33	0.0	55.1855	0.0	554.502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6471	0.0
CENTFERM-PWY	pyruvate fermentation to butanoate	1353.8532	1625.4712	1017.0939999999999	2792.9529	2316.1746	1154.7609	1054.781	1079.9807	806.2865	825.5537	624.5115	1638.4833	1771.5212	955.8752	827.2783	846.1365	1976.4546	583.9855	947.8580000000001	1720.9879999999998	3570.0988	3370.7681	3410.0273	3572.4389	2321.1658	1752.5891	962.1058	2040.0698	3498.6066	3886.8765	970.105	3523.7037	1849.3936	3510.67	3220.1751	2946.5422	906.7763	1706.4763	541.8925	2874.5318	1648.2905	831.7305	547.3445	1429.851	2782.7076	2520.8584	2059.1134	1099.3148	251.0169	1022.7236	2284.5683	1327.5532	676.6097	661.574	1350.5432	1120.5596	2148.3946	1530.24	1554.3064	1111.3459	1629.3158	1440.2593	1914.7212	1038.1787	751.7871	843.5959	1719.6427	1512.7308	2307.9309	1389.2081	2549.0404	4375.2533	140.8521	220.4166	193.1494	2445.7478	421.8694	1485.2045	2674.0479	1572.7451	1521.5896	1006.1978	2022.2086	1057.2294	8026.1772	3530.2959	1141.6153	1464.9039	803.6543	1885.6768	605.3386	4630.8548	404.8052	227.2279	1629.0775	1091.2869	3114.1195	3354.9596	3032.8664	4047.4043	6677.9236	3968.656	4018.9907	5472.7809	1225.4311	1793.6504	1907.4057	922.6157	1081.3399	2310.2268	1496.7544	2717.2793	1518.378	1447.5165	1464.4832	1325.3899	1256.525	2305.8501	3035.6613	1751.516	1510.7829	393.4871	3604.2656	812.9156	461.653	5970.3221	6904.0098	490.244	0.0	188.315	0.0	83.4348	2218.5864	200.1405	659.6924	1637.4334	30.4812	303.7532	676.1560000000001	406.7716	1168.8898	3154.9124	1761.0625	882.4363	2564.4445	1019.6208	1082.7146	3889.1929	783.8610000000001	1220.0532	728.6842	735.7544	3023.8686	1782.5675	10553.8801	3995.4443	3938.8615	5408.8023	7187.2465	1291.9869	1596.7861	1181.1027	7351.4667	4982.4608	368.4646	614.7237	1082.5944	727.9848
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	0.0	0.0	0.0	49.9965	15.5653	0.0	0.0	0.0	9.0373	0.0	527.2191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.6185	0.0	0.0	0.0	0.0	19.8057	113.2886	0.0	93.899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.675999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.960999999999999	0.0	11.279000000000002	0.0	0.0	0.0	488.7433	22.3668	38.5464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9737	58.2992	0.0	0.0	0.0	0.0	0.0	0.0	56.9857	0.0	0.0	0.0	35.5285	0.0	0.0	0.0	0.0	0.0	0.0	306.7486	0.0	90.8766	0.0	0.0	0.0	0.0	11.6027	58.0623	18.3814	18.5047	0.0	0.0	10.8044	0.0	0.0	18.1448	14.6993	0.0	0.0	36.7943	0.0	0.0	0.0	12.6433	9.9566	0.0	0.0	0.0	53.4247	33.6901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.9357	6.4863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.3618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-PWY	coenzyme A biosynthesis I	46006.3855	25144.8755	30953.5066	39795.3044	43869.1154	18243.7884	29694.8289	18471.6798	19820.7135	9587.8646	7444.1833	9424.2034	50308.5798	40800.5501	28052.4082	33053.2053	34867.3904	25507.6832	27246.3431	39054.5987	37225.1126	32231.5854	32939.6572	40974.0654	43783.0523	35156.3038	36426.8352	51032.1698	37784.398	29925.5444	39094.074	32577.3984	40474.2927	38581.0005	44898.2904	42650.3788	22988.6146	25431.3736	26174.4573	28873.4601	25465.857000000004	19859.5124	23184.6733	24971.8184	29140.8509	24770.1157	27378.8766	25208.4007	29573.886000000002	22821.8144	22452.8581	28026.8618	31444.9823	22486.702999999998	23705.1614	29342.5673	27564.6205	29330.3177	32040.7152	25934.4246	9417.6488	20243.6507	27564.0449	32634.6665	31086.4827	27627.7627	31204.9224	38953.1943	30269.3319	30130.6986	43907.793	30852.6865	37696.5589	30701.0816	33947.6778	38283.2636	34655.9234	23456.2323	20473.1363	35155.184	24711.2233	26445.2081	34991.7563	29557.0876	32802.0148	30493.4347	39041.2599	53146.1405	48037.5304	7162.1863	37828.8332	56619.4085	34156.6886	31737.9019	49706.2108	28713.6784	50661.6253	32341.4749	31413.1428	64470.4721	43343.4835	30019.0018	36881.2821	47935.9091	44275.1193	34534.8604	55061.1339	13020.5595	30939.4172	18496.2587	29000.3416	37792.732	28608.7356	24170.7115	33068.5044	35686.2968	18632.7573	30601.4151	39575.3522	22625.7006	24530.1464	24151.7336	32830.8467	35455.3244	37256.2123	25030.1678	47149.3645	44394.3018	27556.667	31996.642000000003	42475.6746	36010.9691	24263.1801	27485.0135	21185.8081	23692.5039	28515.6548	24296.5238	29671.699	33497.7995	20172.7093	29178.5084	43635.6493	30843.808999999997	31528.7807	29356.8048	27126.3997	38384.5736	35022.7095	25567.5581	37962.1488	33384.5752	25754.3429	33747.1842	58557.3991	34113.9938	35170.8388	31827.6083	34045.7705	55146.2677	38019.7003	31200.09	41495.9759	34604.4285	30849.4444	44428.8853	49463.2378	47037.8237
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	29836.3166	21094.4445	27548.718999999997	25389.356	39795.6724	17386.8556	25299.3036	18236.4436	18496.5521	9077.2142	7145.5178	4326.6209	45505.210999999996	20363.1425	23086.2337	28038.3833	31036.2712	23533.1402	26329.7689	34219.9471	32205.4714	29275.0926	33357.0711	38971.4573	39314.7216	28533.4883	31624.9127	43888.3971	34414.7709	27087.0655	33735.032999999996	29587.9212	37266.4807	34294.7453	37546.1656	34369.2268	20109.7153	21189.9466	21949.5762	25264.9303	22930.1864	16987.4786	20074.1841	22417.1663	27205.7176	21108.4263	22562.4682	20791.2796	28244.9981	20265.9779	20721.1585	27314.6453	23697.7549	19940.9305	23542.2926	27106.6704	23387.8819	20069.1019	23921.3725	23929.4134	4663.6652	20843.3805	25698.6895	35152.3971	26136.2107	20705.894	31804.3028	34782.0811	26514.917	18766.6	29981.7391	29714.2466	28510.4293	25500.1955	28368.935	32193.4764	31051.237	21666.2482	19710.4487	30206.4496	25126.2101	16806.3179	32501.6576	23628.9272	30771.9885	26155.6266	35152.9766	54637.8839	37667.7756	3450.762	30706.693	49826.6055	28318.7967	28560.8347	40912.4096	24770.5662	32513.4814	30066.9166	29350.8111	44516.9439	43488.6274	27892.0694	33390.0454	45539.5293	45657.1653	33628.4413	54188.9132	12298.253	22670.807	16799.4885	23356.2652	32672.5416	29802.0683	24041.6928	33470.5369	37028.0627	19571.8119	33948.1874	33495.0087	23685.5684	21587.4981	22455.3555	28321.5858	31534.2057	19767.634	20590.6223	27691.9412	32456.9712	21165.1821	23231.8648	30552.2829	30341.0816	22556.8669	20344.1927	17413.2984	19492.9883	23510.881	18963.2563	27074.1469	25548.0065	19557.0337	24529.1395	37802.568999999996	27409.463	30145.6452	24564.6349	26938.8508	35833.6248	32455.6051	23970.4053	33061.2035	28124.7816	24271.7739	31204.4323	55277.1474	28466.6606	29062.7378	28568.2332	26302.5785	38806.0157	34778.5851	27227.874	21480.1601	32663.3374	30218.5643	37741.4304	43521.0846	45726.5964
CODH-PWY	reductive acetyl coenzyme A pathway	6415.2344	1053.5211	408.4931	4425.2469	299.8488	86.4714	209.2331	380.6844	99.7466	61.1172	37.9005	37.8473	1084.3981	3134.5318	1013.6689	758.6362	139.0318	115.7365	9.9981	0.0	89.0893	10.6781	227.2046	199.3607	1029.732	143.7027	264.3225	965.1279	505.1137	157.57	0.0	336.214	109.8457	171.5963	396.1445	34.665	92.4904	0.0	47.9551	35.9782	279.7202	94.9618	431.7688	411.8229	192.9322	13.3162	277.8502	433.5157	433.4326	1719.7077	1139.0418	804.3435	373.6376	429.57599999999996	174.0185	355.1985	153.5583	87.1692	0.0	365.3302	13.978	261.6	256.7386	415.2894	162.8756	672.1671	51.9548	456.6215	284.6119	15.9947	11.9981	17.3148	179.5632	136.3762	0.0	156.3674	65.9381	115.7042	112.3534	7.9991	75.2025	0.0	241.8244	31.9816	554.3558	657.8459	430.9469	107.8907	718.9618	12.6557	569.4853	238.7959	397.5514	471.4519	1854.1226	207.2129	4656.3496	547.7807	291.9097	4023.8063	1229.0975	678.4731	406.2878	749.6568	236.6891	181.5176	320.9242	106.2331	171.4902	185.0311	209.2189	276.9282	51.952	106.4367	423.8964	415.2215	95.7372	25.9888	314.0167	227.511	314.4082	206.396	577.857	1022.6476	115.8212	814.2371	163.6843	25.991999999999997	422.7324	131.7143	183.5832	421.4703	219.6129	784.7867	414.6481	2385.7724	26.6674	0.0	11.9975	0.0	248.4668	481.8416	509.5915	570.59	111.7952	678.6847	86.8585	185.9346	378.5797	294.2795	881.2224	336.8637	449.9131	929.9277	738.3238	1085.1912	1808.0770000000002	384.8298	773.4909	246.8083	484.3984	431.6327	2664.0829	1709.1569	499.7179	506.2892	883.645	1331.991
